date,open,high,low,close,volume,close_26_ema,macd,macds,macdh,close_20_sma,close_20_mstd,boll,boll_ub,boll_lb,volume_delta,open_2_s,open_2_d,open_-2_r,middle,cr-ma1,cr-ma2,cr-ma3,open_2_sma,close_-1_s,close_-1_d,rs_6,rsi_6,rs_12,rsi_12,middle_14_sma,cci,middle_20_sma,cci_20,tr,atr,close_10_sma,close_50_sma,dma,high_delta,low_delta,dm,pdm_14_ema,pdm_14,atr_14,pdi_14,pdi,mdm,mdm_14_ema,mdm_14,mdi_14,mdi,dx_14,dx,dx_6_ema,adx,adx_6_ema,adxr,trix,change,vr,close_-1_r
2010-08-09,-0.5103606972233452,-0.5153541798464504,-0.5083210461502303,-0.5109641915171804,-0.41204621560240684,-0.5127002556367013,-0.07668344095437205,-0.08252011655490239,0.0027119163328765037,-0.5094625967979106,-0.38680952429922066,-0.5094625967979106,-0.4951798264971581,-0.5187579728420547,-0.002766291608885911,-0.5116014998963249,0.013975444732224111,1.0914352599071517,-0.511686738929635,-0.23733991616766006,-0.23978635108580038,-0.24821116822437822,-0.5103398048569072,-0.5103304834955504,-0.010783453585015262,-0.205595301194928,0.25985568085455424,-0.31876030210997447,-0.21178556133865206,-0.5104181770166115,1.2940753671052965,-0.5099831248241017,0.21614313862761145,-0.3361280943937399,-0.40907854583653913,-0.5101713746687844,-0.5076163286646955,-0.07649506884937064,-0.010181689016644725,-0.014056763617236618,-0.22154165862312927,-0.37478298674738353,-0.37478298674738353,-0.40907854583653913,-0.5676140228526675,-0.5676140228526675,-0.2152365928151634,-0.3767337885284013,-0.3767337885284013,0.02332971085954009,0.02332971085954009,-1.338308830382495,-1.338308830382495,0.1213060948121769,0.1213060948121769,0.957009866960279,0.957009866960279,-0.7174388103196193,-0.22571241430710398,0.21214467344331153,-0.22571241430710398
2010-08-10,-0.5103610318200591,-0.515356471950427,-0.5083195933604904,-0.5109651959406979,-0.4120431503849531,-0.5127001564520238,-0.07668289222038568,-0.08251934165691836,0.0027113311558906623,-0.5094625498004831,-0.38681009709437775,-0.5094625498004831,-0.4951799143486915,-0.5187577121144458,-0.0027566924461076467,-0.5116004964859227,0.01396240491074156,0.9836560038227007,-0.5116872990241416,-0.23718698789845283,-0.23978635108580038,-0.24821116822437822,-0.5103382812108209,-0.5103308183769661,-0.010793135075236297,-0.2547012894881778,-0.10719160709060634,-0.3623442215875284,-0.41339227188650746,-0.510418018718141,0.7237696239334626,-0.5099830681971443,0.05048425053680102,-0.3361092916269479,-0.40907752993631114,-0.5101711017629333,-0.5076162803935449,-0.07649420552249751,-0.010245327997234897,-0.01401836154112334,-0.22156418625575972,-0.37478602761494123,-0.37478602761494123,-0.40907752993631114,-0.8005810734111413,-0.8005810734111413,-0.2152365928151634,-0.3767377286290631,-0.3767377286290631,-0.2662358295804282,-0.2662358295804282,-1.3383088303824953,-1.3383088303824953,-0.37949435072758775,-0.37949435072758775,0.5630551689687957,0.5630551689687957,-0.6300402547339623,-0.5160107844756204,-0.37783785019229443,-0.5160107844756204
2010-08-11,-0.510362035610201,-0.5153559755039435,-0.5083213360639257,-0.5109641915171804,-0.4120460634988439,-0.5126999697243472,-0.07668177353629935,-0.08251848516709005,0.0027123573107947405,-0.509462454106926,-0.386810435843401,-0.509462454106926,-0.4951799116211982,-0.5187574707473448,-0.002766753481645677,-0.5116020718402541,0.013967979434425352,-0.5448300952231512,-0.5116874110430429,-0.23703405962924556,-0.23978635108580038,-0.24821116822437822,-0.5103389509453643,-0.5103318230212134,-0.010764090604573192,-0.21814341968437642,0.17840144530386692,-0.31920762433774574,-0.21371876183430635,-0.5104178521816887,0.51594208005966,-0.5099830235119795,0.01228402536682323,-0.33612434066534225,-0.40907844152553,-0.5101710983937253,-0.5076161821065033,-0.07649455470929732,-0.010208591792695964,-0.014071940809061977,-0.22151731145094022,-0.3747886013784205,-0.3747886013784205,-0.40907844152553,-0.9345262487811303,-0.9345262487811303,-0.21518801150201455,-0.3767287855309582,-0.3767287855309582,0.32763357586367,0.32763357586367,-0.4720161554646607,-0.4720161554646607,-0.43509616234042453,-0.43509616234042453,0.2648338292680438,0.2648338292680438,-0.5418219603382258,0.3681554549448408,-0.33174392988826323,0.3681554549448408
2010-08-12,-0.5103610318200591,-0.5153548875467565,-0.508321980316582,-0.5109660329602957,-0.4120457361455236,-0.5126999831154595,-0.07668227096235006,-0.0825179116166825,0.00270897275572608,-0.5094624614113454,-0.38681096874343257,-0.5094624614113454,-0.49518003444948794,-0.5187572936930659,-0.0027613000442412135,-0.511602001601526,0.013977074709909432,-0.12633036078730944,-0.5116879050463977,-0.23688113136003833,-0.2397097489386981,-0.24821116822437822,-0.5103389509453643,-0.5103308183769661,-0.01080523693801259,-0.2881081687644064,-0.45597567793225424,-0.39362737895876043,-0.5767150859931719,-0.5104175695058482,0.20010341108344948,-0.5099830083529827,-0.1331154112843116,-0.3361246477885748,-0.4090792800469805,-0.5101710377479807,-0.5076161896088869,-0.07649429571123538,-0.010200799264460434,-0.014053522935708069,-0.22154685730758247,-0.37478536683772207,-0.37478536683772207,-0.4090792800469805,-0.6932732528888168,-0.6932732528888168,-0.2152365928151634,-0.3767333539916555,-0.3767333539916555,0.09089251978346216,0.09089251978346216,-1.0880281373574507,-1.0880281373574507,-0.6888601681018379,-0.6888601681018379,-0.027469287444757018,-0.027469287444757018,-0.4786510747208131,-0.8763461740204547,-0.4089435137074049,-0.8763461740204547
2010-08-15,-0.5103626077705818,-0.5153557677710179,-0.5083220125292148,-0.5109656981524566,-0.41204420519009627,-0.5126999632049947,-0.07668243385295336,-0.08251749018417717,0.002707147649801716,-0.5094627213127816,-0.38681332521845757,-0.5094627213127816,-0.49518076089212676,-0.5187568029714873,-0.0027592744817766988,-0.5116004964859227,0.013947050520945853,-0.3159201098837862,-0.5116880842766398,-0.23672820309083104,-0.23963314679159586,-0.24821116822437822,-0.5103392372568816,-0.5103326602247528,-0.010773772094794227,-0.277925043754548,-0.33833965134127686,-0.3802179705905069,-0.5046056659341027,-0.5104173926315366,0.04125049181148571,-0.5099833248407797,-0.06364496527704204,-0.336131813997334,-0.40908083947264584,-0.5101708524415386,-0.5076161797801828,-0.07649362497266472,-0.01022672797448223,-0.01404326077753434,-0.22156331980835087,-0.37478798885088743,-0.37478798885088743,-0.40908083947264584,-0.811033751363345,-0.811033751363345,-0.2152356948241625,-0.3767370219216315,-0.3767370219216315,-0.06181260410517179,-0.06181260410517179,-1.070916369319869,-1.070916369319869,-0.8639671171837513,-0.8639671171837513,-0.2909392800510578,-0.2909392800510578,-0.4301968180369556,0.0728163482069471,-0.19005396366226582,0.0728163482069471
2010-08-16,-0.5103625375052719,-0.515355616372445,-0.5083191133922613,-0.5109641915171804,-0.4120434810448726,-0.5126998049493434,-0.07668146240633435,-0.08251694607235881,0.002708651312806702,-0.5094628018312658,-0.3868140975858486,-0.5094628018312658,-0.4951809952345717,-0.5187566361378316,-0.002760632276395769,-0.5116011654261908,0.013954255022314963,-0.6038684506167813,-0.5116865238533445,-0.2365752748216238,-0.23955654464449358,-0.24821116822437822,-0.510339990708243,-0.5103323253433371,-0.010756829486907416,-0.2229361687013125,0.14531470974079622,-0.31438996587362567,-0.19303581828854682,-0.5104171145592742,0.7875146919039122,-0.5099834468902928,0.6412757703122939,-0.3361045141544418,-0.40907917594604504,-0.5101705155207348,-0.5076160994692542,-0.0764926354477736,-0.01021313743416669,-0.01399411044101805,-0.22156418625575972,-0.3747894844130174,-0.3747894844130174,-0.40907917594604504,-0.9694542463858811,-0.9694542463858811,-0.2152365928151634,-0.37674037503835117,-0.37674037503835117,-0.35998140776433396,-0.35998140776433396,-1.167250690735595,-1.167250690735595,-1.022397157414562,-1.022397157414562,-0.528652005696785,-0.528652005696785,-0.3772396409044331,0.6095559437819851,0.097710315491904,0.6095559437819851
2010-08-17,-0.5103610318200591,-0.5153540073224951,-0.5083202730470427,-0.5109648611328588,-0.4120458353434994,-0.5126997248456201,-0.076681246150267,-0.08251646591870795,0.0027078844746417216,-0.5094629922557822,-0.3868165112460774,-0.5094629922557822,-0.4951816782735961,-0.5187560362113391,-0.002765813041930009,-0.511601600237365,0.013973162763464666,0.40954992789660216,-0.5116866392328129,-0.2365752748216238,-0.2394799424973913,-0.24821116822437822,-0.5103392020958182,-0.5103308183769661,-0.01078829433012578,-0.2567248279655241,-0.12554799565362978,-0.3467136853142556,-0.33787607995299,-0.5104170224877147,0.6053411473291662,-0.5099835404161301,0.6927925827605712,-0.33613215524537016,-0.4090807213459931,-0.5101701449078506,-0.5076160564851956,-0.07649137989434453,-0.010193934418157701,-0.014062164753117529,-0.22153299414904065,-0.3747836522480105,-0.3747836522480105,-0.4090807213459931,-0.5140709294359687,-0.5140709294359687,-0.2152365928151634,-0.3767432438622749,-0.3767432438622749,-0.48305309327067697,-0.48305309327067697,-0.660353869926784,-0.660353869926784,-0.9594963902317771,-0.9594963902317771,-0.6786302233041496,-0.6786302233041496,-0.33215865801949446,-0.3718766286576861,0.005279250930876876,-0.3718766286576861
2010-08-18,-0.510361701013487,-0.5153541129494065,-0.5083220125292148,-0.5109652963830495,-0.41204634125317624,-0.5126996923138071,-0.07668144527708785,-0.08251612541974239,0.0027061893286285357,-0.5094627170660262,-0.38681862789920624,-0.5094627170660262,-0.4951819211531624,-0.518754942405313,-0.002762702356716647,-0.5116018343664589,0.013968924821482835,0.15719522265682057,-0.5116874233651221,-0.2365752748216238,-0.23940334035028904,-0.2481507110813829,-0.5103387835117285,-0.5103314881397977,-0.010784905808548417,-0.2746605863101874,-0.3029190428188904,-0.36622734933362416,-0.43275369419125637,-0.5104169368773174,0.1419275984581836,-0.5099834353558184,0.2961286479735785,-0.3361389802060932,-0.40908284075071877,-0.5101699528629924,-0.507616035984496,-0.07649072275906332,-0.010216523473221417,-0.014071886797703166,-0.2215173980956811,-0.37478646364822604,-0.37478646364822604,-0.40908284075071877,-0.6156760794541241,-0.6156760794541241,-0.21518810130111463,-0.37673387424656035,-0.37673387424656035,0.2808500604715723,0.2808500604715723,-1.011777526998127,-1.011777526998127,-1.0365820161914996,-1.0365820161914996,-0.8098720659972922,-0.8098720659972922,-0.2993117301358845,-0.27649373142523137,-0.015548324786847085,-0.27649373142523137
2010-08-19,-0.5103621359892151,-0.5153547115019043,-0.5083223990808087,-0.5109656981524566,-0.41204559396175816,-0.5126996988546076,-0.07668194261753229,-0.08251595989569341,0.0027040569638447317,-0.5094626681434029,-0.38681864127630133,-0.5094626681434029,-0.4951818846891238,-0.5187548749153679,-0.0027605933232714513,-0.511602198938905,0.013968240230855002,-0.476524959995589,-0.5116878826426174,-0.2365752748216238,-0.23932673820318678,-0.24809831489078696,-0.5103393360427267,-0.510331923485638,-0.010784421734037365,-0.2894529554059333,-0.4723775446809519,-0.38358763244312266,-0.5224188014508073,-0.5104168246146265,-0.1576358216773841,-0.5099833421140814,0.06259899061238787,-0.3361376152139486,-0.4090846001109251,-0.5101698450483353,-0.5076160338733602,-0.07649031922337325,-0.010223017246751025,-0.01404920202700334,-0.22155378888685334,-0.3747888769844173,-0.3747888769844173,-0.4090846001109251,-0.7190229043023224,-0.7190229043023224,-0.21522581692315257,-0.3767349905068604,-0.3767349905068604,0.3281344828718951,0.3281344828718951,-0.819312580061013,-0.819312580061013,-1.0248212611125473,-1.0248212611125473,-0.8999027594604667,-0.8999027594604667,-0.28015337424433906,-0.2651265942138182,-0.11897369117629027,-0.2651265942138182
2010-08-22,-0.5103623702069149,-0.5153554156813133,-0.5083223378768063,-0.5109658956890817,-0.4120455774287622,-0.5126997221376979,-0.076682510644891,-0.08251594901186937,0.002702168177560859,-0.5094625167890371,-0.3868196904206957,-0.5094625167890371,-0.4951819930327112,-0.5187543135593626,-0.0027618231290534785,-0.5116021688365929,0.013965664866112198,-0.344811839794257,-0.5116881514879806,-0.2365752748216238,-0.2392501360560845,-0.2480524682240155,-0.5103396709099985,-0.5103323253433371,-0.010781468879519949,-0.2964542733575402,-0.5613406272782321,-0.39208805819429665,-0.5682689588343162,-0.5104167373889386,-0.38992084086039,-0.5099831557442476,-0.1248757154582316,-0.33613488522965934,-0.4090858998597488,-0.5101700502331048,-0.5076160398430566,-0.07649108001225946,-0.010224408769650228,-0.014041694448128876,-0.22156418625575972,-0.3747909513406746,-0.3747909513406746,-0.4090858998597488,-0.8294054088123705,-0.8294054088123705,-0.2152365928151634,-0.3767385569088347,-0.3767385569088347,0.14608487253219105,0.14608487253219105,-0.8193125800610129,-0.8193125800610129,-1.0164225143318137,-1.0164225143318137,-0.9615649908924078,-0.9615649908924078,-0.27255619446723284,-0.17448985343831794,-0.20764811622681076,-0.17448985343831794
